o-o,o-j1,o-j5
2023 Tata Tiago Revotron XZA Plus,"30,825 km  |  Petrol  |  Hankimpet, Hyderabad",Rs. 5.72 Lakh
2019 Hyundai Verna Fluidic 1.6 VTVT SX,"33,499 km  |  Petrol  |  Beerappagadda, Hyderabad",Rs. 8.05 Lakh
2020 Kia Seltos HTK 1.5 [2020-2021],"66,000 km  |  Petrol  |  Banjara Hills Hyderabad, Hyderabad",Rs. 9.25 Lakh
2016 Maruti Suzuki Swift VDi ABS [2014-2017],"61,195 km  |  Diesel  |  Jubilee Hills, Hyderabad",Rs. 4.86 Lakh
2017 Tata Tiago Revotron XZ,"76,023 km  |  Petrol  |  Beerappagadda, Hyderabad",Rs. 3.75 Lakh
2021 Maruti Suzuki Ertiga ZXi AT,"22,454 km  |  Petrol  |  Jntu Kukat Pally, Hyderabad",Rs. 9.98 Lakh
2022 Kia Carens Luxury Plus 1.4 Petrol 7 STR,"56,241 km  |  Petrol  |  Jntu Kukat Pally, Hyderabad",Rs. 13.47 Lakh
2020 MG Hector Smart 2.0 Diesel [2019-2020],"80,542 km  |  Diesel  |  Nagarjuna Hills, Hyderabad",Rs. 10.5 Lakh
2023 MG ZS EV Exclusive,"12,714 km  |  Electric  |  Nagarjuna Hills, Hyderabad",Rs. 13.5 Lakh
2024 Land Rover Range Rover Velar HSE Dynamic 2.0 Petrol,"20,000 km  |  Petrol  |  Banjara Hills Hyderabad, Hyderabad",Rs. 77 Lakh
2021 MG Hector Sharp 1.5 Petrol CVT,"61,120 km  |  Petrol + 1  |  Nagarjuna Hills, Hyderabad",Rs. 14.5 Lakh
2019 BMW 3-Series 320d Luxury Line,"49,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 34 Lakh
2015 Maruti Suzuki Swift VXi,"41,057 km  |  Petrol  |  Bellavista, Hyderabad",Rs. 4.37 Lakh
2011 Land Rover Range Rover Sport 3.0 TDV6,"72,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 26 Lakh
2018 Land Rover Range Rover SWB Vogue SE,"52,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 1.4 Crore
2006 Audi A8 L 4.2 FSI quattro,"73,000 km  |  Petrol  |  Madhapur, Hyderabad",Rs. 16 Lakh
2017 BMW 5-Series 530d M Sport [2017-2019],"23,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 40 Lakh
2019 Audi Q7 45 TDI Technology Pack,"80,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 58 Lakh
2017 Mercedes-Benz GLS 350 d,"90,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 49 Lakh
2024 Mahindra XUV700 AX7 2WD Petrol 2.0L Turbo Manual 7 STR,"17,665 km  |  Petrol  |  Jntu Kukat Pally, Hyderabad",Rs. 20.22 Lakh
2021 Mahindra Thar LX Hard Top Petrol AT 4WD,"20,004 km  |  Petrol  |  Jntu Kukat Pally, Hyderabad",Rs. 12.1 Lakh
2021 Tata Tiago Revotron XZA Plus,"26,039 km  |  Petrol  |  Old MLA Quarters, Hyderabad",Rs. 5.32 Lakh
2021 Mahindra Thar LX Hard Top Diesel AT 4WD [2023],"60,996 km  |  Diesel  |  Jntu Kukat Pally, Hyderabad",Rs. 12.75 Lakh
2022 Hyundai Elite i20 Sportz 1.5 MT Diesel,"45,000 km  |  Diesel  |  Banjara Hills Hyderabad, Hyderabad",Rs. 8.45 Lakh
2020 Tata Tiago XZ Plus [2020-2023],"35,897 km  |  Petrol  |  Beerappagadda, Hyderabad",Rs. 5.09 Lakh
2013 Maruti Suzuki Swift VXi,"40,510 km  |  Petrol  |  Bellavista, Hyderabad",Rs. 3.67 Lakh
2012 Maruti Suzuki Swift VXi,"62,746 km  |  Petrol  |  Jubilee Hills, Hyderabad",Rs. 3.38 Lakh
2020 Tata Tiago XZA Plus Dual Tone [2023-2025],"21,780 km  |  Petrol  |  Jubilee Hills, Hyderabad",Rs. 5.73 Lakh
2021 Tata Tiago Revotron XZA Plus,"26,039 km  |  Petrol  |  Old MLA Quarters, Hyderabad",Rs. 5.32 Lakh
2020 Tata Tiago XZ Plus [2020-2023],"35,897 km  |  Petrol  |  Beerappagadda, Hyderabad",Rs. 5.09 Lakh
2024 Mahindra XUV700 AX7 2WD Petrol 2.0L Turbo Manual 7 STR,"17,665 km  |  Petrol  |  Jntu Kukat Pally, Hyderabad",Rs. 20.22 Lakh
2012 Maruti Suzuki Swift VXi,"62,746 km  |  Petrol  |  Jubilee Hills, Hyderabad",Rs. 3.38 Lakh
2013 Maruti Suzuki Swift VXi,"40,510 km  |  Petrol  |  Bellavista, Hyderabad",Rs. 3.67 Lakh
2021 Mahindra Thar LX Hard Top Petrol AT 4WD,"20,004 km  |  Petrol  |  Jntu Kukat Pally, Hyderabad",Rs. 12.1 Lakh
2022 Mercedes-Benz AMG A35 Limousine 4MATIC [2021-2023],"9,000 km  |  Petrol  |  Madhapur, Hyderabad",Rs. 49 Lakh
2024 Tata Altroz XZA Plus (S) Lux Petrol,"7,246 km  |  Petrol  |  Beerappagadda, Hyderabad",Rs. 9.48 Lakh
2021 Nissan Magnite XV Premium Turbo (O) [2020-2022],"68,776 km  |  Petrol  |  Beerappagadda, Hyderabad",Rs. 6.54 Lakh
2022 Renault Triber RXZ EASY-R AMT,"43,768 km  |  Petrol  |  Bellavista, Hyderabad",Rs. 6.49 Lakh
2024 Toyota Glanza V AMT,"1,500 km  |  Petrol  |  Madhapur, Hyderabad",Rs. 10.5 Lakh
2023 Tata Tiago Revotron XZA Plus,"30,825 km  |  Petrol  |  Hankimpet, Hyderabad",Rs. 5.72 Lakh
2019 Hyundai Verna Fluidic 1.6 VTVT SX,"33,499 km  |  Petrol  |  Beerappagadda, Hyderabad",Rs. 8.05 Lakh
2020 Kia Seltos HTK 1.5 [2020-2021],"66,000 km  |  Petrol  |  Banjara Hills Hyderabad, Hyderabad",Rs. 9.25 Lakh
2016 Maruti Suzuki Swift VDi ABS [2014-2017],"61,195 km  |  Diesel  |  Jubilee Hills, Hyderabad",Rs. 4.86 Lakh
2017 Tata Tiago Revotron XZ,"76,023 km  |  Petrol  |  Beerappagadda, Hyderabad",Rs. 3.75 Lakh
2021 Maruti Suzuki Ertiga ZXi AT,"22,454 km  |  Petrol  |  Jntu Kukat Pally, Hyderabad",Rs. 9.98 Lakh
2022 Kia Carens Luxury Plus 1.4 Petrol 7 STR,"56,241 km  |  Petrol  |  Jntu Kukat Pally, Hyderabad",Rs. 13.47 Lakh
2020 MG Hector Smart 2.0 Diesel [2019-2020],"80,542 km  |  Diesel  |  Nagarjuna Hills, Hyderabad",Rs. 10.5 Lakh
2016 BMW 5-Series 520d M Sport,"45,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 27 Lakh
2018 BMW 5-Series 520d Luxury Line [2017-2019],"62,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 35 Lakh
2017 Jaguar XF Portfolio Petrol CBU,"47,000 km  |  Petrol  |  Madhapur, Hyderabad",Rs. 24 Lakh
2019 Ford Endeavour Titanium Plus 3.2 4x4 AT,"1,09,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 26 Lakh
2020 Land Rover Range Rover Sport SDV6 SE,"57,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 92 Lakh
2019 Mercedes-Benz GLC 220d 4MATIC Progressive [2019-2021],"42,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 45 Lakh
2022 Land Rover Range Rover Velar S R-Dynamic 2.0 Diesel,"21,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 78 Lakh
2018 BMW X1 sDrive20d xLine,"68,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 21 Lakh
2016 Mercedes-Benz GLE Coupe 43 AMG 4Matic 2016,"70,000 km  |  Petrol  |  Madhapur, Hyderabad",Rs. 52 Lakh
2019 BMW X1 sDrive20d xLine,"56,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 27 Lakh
2020 Toyota Innova Crysta 2.4 ZX 7 STR [2016-2020],"1,46,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 22.5 Lakh
2018 Mercedes-Benz GLC 220 d Progressive,"70,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 36 Lakh
2017 Porsche Cayenne S Diesel,"81,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 58 Lakh
2022 Tata Safari XZA Plus,"37,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 19 Lakh
2022 Mahindra Thar LX Hard Top Diesel AT 4WD [2023],"20,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 17 Lakh
2018 Audi Q3 35 TDI quattro Technology,"61,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 24 Lakh
2016 Mercedes-Benz GLE 250 d,"84,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 30 Lakh
2017 BMW X5 xDrive 30d Expedition,"1,57,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 22 Lakh
2022 Mercedes-Benz GLS 400d 4MATIC [2020-2023],"62,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 1.15 Crore
2018 Volvo S90 D4 Inscription,"98,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 24 Lakh
2022 Isuzu D-Max V-Cross V-Cross Z 4x2 AT [2021],"48,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 21 Lakh
2016 Audi Q3 35 TDI Premium Plus + Sunroof,"97,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 16.5 Lakh
2022 Mercedes-Benz E-Class E 220 d Avantgarde,"51,000 km  |  Diesel  |  Rockdale Somajiguda, Hyderabad",Rs. 39 Lakh
2015 BMW X5 xDrive 30d,"83,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 33 Lakh
2023 MG ZS EV Exclusive,"12,714 km  |  Electric  |  Nagarjuna Hills, Hyderabad",Rs. 13.5 Lakh
2024 Land Rover Range Rover Velar HSE Dynamic 2.0 Petrol,"20,000 km  |  Petrol  |  Banjara Hills Hyderabad, Hyderabad",Rs. 77 Lakh
2021 MG Hector Sharp 1.5 Petrol CVT,"61,120 km  |  Petrol + 1  |  Nagarjuna Hills, Hyderabad",Rs. 14.5 Lakh
2019 BMW 3-Series 320d Luxury Line,"49,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 34 Lakh
2015 Maruti Suzuki Swift VXi,"41,057 km  |  Petrol  |  Bellavista, Hyderabad",Rs. 4.37 Lakh
2011 Land Rover Range Rover Sport 3.0 TDV6,"72,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 26 Lakh
2018 Land Rover Range Rover SWB Vogue SE,"52,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 1.4 Crore
2006 Audi A8 L 4.2 FSI quattro,"73,000 km  |  Petrol  |  Madhapur, Hyderabad",Rs. 16 Lakh
2017 BMW 5-Series 530d M Sport [2017-2019],"23,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 40 Lakh
2019 Audi Q7 45 TDI Technology Pack,"80,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 58 Lakh
2017 Mercedes-Benz GLS 350 d,"90,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 49 Lakh
2016 BMW 5-Series 520d M Sport,"45,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 27 Lakh
2018 BMW 5-Series 520d Luxury Line [2017-2019],"62,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 35 Lakh
2017 Jaguar XF Portfolio Petrol CBU,"47,000 km  |  Petrol  |  Madhapur, Hyderabad",Rs. 24 Lakh
2019 Ford Endeavour Titanium Plus 3.2 4x4 AT,"1,09,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 26 Lakh
2020 Land Rover Range Rover Sport SDV6 SE,"57,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 92 Lakh
2019 Mercedes-Benz GLC 220d 4MATIC Progressive [2019-2021],"42,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 45 Lakh
2022 Land Rover Range Rover Velar S R-Dynamic 2.0 Diesel,"21,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 78 Lakh
2018 BMW X1 sDrive20d xLine,"68,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 21 Lakh
2016 Mercedes-Benz GLE Coupe 43 AMG 4Matic 2016,"70,000 km  |  Petrol  |  Madhapur, Hyderabad",Rs. 52 Lakh
2019 BMW X1 sDrive20d xLine,"56,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 27 Lakh
2020 Toyota Innova Crysta 2.4 ZX 7 STR [2016-2020],"1,46,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 22.5 Lakh
2018 Mercedes-Benz GLC 220 d Progressive,"70,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 36 Lakh
2017 Porsche Cayenne S Diesel,"81,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 58 Lakh
2017 BMW 5-Series 530d M Sport [2017-2019],"23,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 40 Lakh
2019 Audi Q7 45 TDI Technology Pack,"80,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 58 Lakh
2017 Mercedes-Benz GLS 350 d,"90,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 49 Lakh
2024 MG Hector Savvy Pro 1.5 Turbo Petrol CVT [2023],"11,534 km  |  Petrol  |  Nagarjuna Hills, Hyderabad",Rs. 22.91 Lakh
2021 MG Astor Savvy 1.3 Turbo AT S Red [2021-2023],"23,444 km  |  Petrol  |  Nagarjuna Hills, Hyderabad",Rs. 15.38 Lakh
2023 MG Astor Savvy 1.3 Turbo AT S Red [2021-2023],"28,233 km  |  Petrol  |  Nagarjuna Hills, Hyderabad",Rs. 17.64 Lakh
2023 MG Hector Plus Sharp Pro 1.5 Turbo Petrol MT 6 STR [2023],"12,468 km  |  Petrol  |  Nagarjuna Hills, Hyderabad",Rs. 23.81 Lakh
2020 MG Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,"87,116 km  |  Diesel  |  Nagarjuna Hills, Hyderabad",Rs. 25 Lakh
2023 MG Gloster Savvy 7 STR 2.0 Twin Turbo 4WD,"13,382 km  |  Diesel  |  Nagarjuna Hills, Hyderabad",Rs. 42.55 Lakh
2019 BMW X4 xDrive30d M Sport X [2019-2020],"1,00,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 37 Lakh
2019 Maruti Suzuki Wagon R ZXi 1.2 AMT,"60,881 km  |  Petrol  |  Banjara Hills Hyderabad, Hyderabad",Rs. 4.95 Lakh
2020 Ford Ecosport Titanium 1.5L Ti-VCT AT,"12,200 km  |  Petrol  |  Banjara Hills Hyderabad, Hyderabad",Rs. 8.95 Lakh
2021 BMW X1 sDrive20i xLine,"22,700 km  |  Petrol  |  Banjara Hills Hyderabad, Hyderabad",Rs. 24.5 Lakh
2019 Hyundai Creta SX 1.6 AT Petrol,"74,453 km  |  Petrol  |  Madhapur, Hyderabad",Rs. 13 Lakh
2011 Audi Q5 2.0 TDI quattro,"1,31,265 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 12.5 Lakh
2013 Mercedes-Benz GL-Class 350 CDI,"1,02,820 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 28 Lakh
2022 Kia EV6 GT Line AWD,"22,002 km  |  Electric  |  Madhapur, Hyderabad",Rs. 43.5 Lakh
2021 Toyota Innova Crysta GX 2.4 AT 7 STR,"1,42,893 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 21 Lakh
2020 Mercedes-Benz C-Class C 220d [2022-2023],"51,000 km  |  Diesel  |  Banjara Hills Hyderabad, Hyderabad",Rs. 30.95 Lakh
2019 Land Rover Range Rover Evoque SE,"87,100 km  |  Diesel  |  Banjara Hills Hyderabad, Hyderabad",Rs. 26.89 Lakh
2025 Mercedes-Benz GLA 220d 4MATIC,"2,100 km  |  Diesel  |  Rockdale Somajiguda, Hyderabad",Rs. 47 Lakh
2022 Mercedes-Benz C-Class C 200 [2022-2023],"34,500 km  |  Petrol  |  Rockdale Somajiguda, Hyderabad",Rs. 48 Lakh
2013 Mercedes-Benz C-Class 220 BlueEfficiency,"48,500 km  |  Diesel  |  Rockdale Somajiguda, Hyderabad",Rs. 7.85 Lakh
2021 Mercedes-Benz S-Class S 350d,"27,500 km  |  Diesel  |  Rockdale Somajiguda, Hyderabad",Rs. 1.1 Crore
2014 BMW X3 xDrive20d,"95,000 km  |  Diesel  |  Rockdale Somajiguda, Hyderabad",Rs. 11.8 Lakh
2023 Mercedes-Benz GLA 220d [2021-2023],"48,000 km  |  Diesel  |  Rockdale Somajiguda, Hyderabad",Rs. 38.75 Lakh
2017 Ford Endeavour Titanium 3.2 4x4 AT,"2,06,814 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 22.5 Lakh
2022 Tata Safari XZA Plus,"37,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 19 Lakh
2022 Mahindra Thar LX Hard Top Diesel AT 4WD [2023],"20,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 17 Lakh
2018 Audi Q3 35 TDI quattro Technology,"61,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 24 Lakh
2016 Mercedes-Benz GLE 250 d,"84,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 30 Lakh
2017 BMW X5 xDrive 30d Expedition,"1,57,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 22 Lakh
2022 Mercedes-Benz GLS 400d 4MATIC [2020-2023],"62,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 1.15 Crore
2018 Volvo S90 D4 Inscription,"98,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 24 Lakh
2022 Isuzu D-Max V-Cross V-Cross Z 4x2 AT [2021],"48,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 21 Lakh
2016 Audi Q3 35 TDI Premium Plus + Sunroof,"97,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 16.5 Lakh
2022 Mercedes-Benz E-Class E 220 d Avantgarde,"51,000 km  |  Diesel  |  Rockdale Somajiguda, Hyderabad",Rs. 39 Lakh
2015 BMW X5 xDrive 30d,"83,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 33 Lakh
2018 BMW 5-Series 520d Luxury Line [2017-2019],"62,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 35 Lakh
2017 Jaguar XF Portfolio Petrol CBU,"47,000 km  |  Petrol  |  Madhapur, Hyderabad",Rs. 24 Lakh
2019 Ford Endeavour Titanium Plus 3.2 4x4 AT,"1,09,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 26 Lakh
2020 Land Rover Range Rover Sport SDV6 SE,"57,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 92 Lakh
2019 Mercedes-Benz GLC 220d 4MATIC Progressive [2019-2021],"42,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 45 Lakh
2022 Land Rover Range Rover Velar S R-Dynamic 2.0 Diesel,"21,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 78 Lakh
2024 MG Hector Savvy Pro 1.5 Turbo Petrol CVT [2023],"11,534 km  |  Petrol  |  Nagarjuna Hills, Hyderabad",Rs. 22.91 Lakh
2022 Mercedes-Benz E-Class E 220 d Avantgarde,"51,000 km  |  Diesel  |  Rockdale Somajiguda, Hyderabad",Rs. 39 Lakh
2021 MG Astor Savvy 1.3 Turbo AT S Red [2021-2023],"23,444 km  |  Petrol  |  Nagarjuna Hills, Hyderabad",Rs. 15.38 Lakh
2023 MG Astor Savvy 1.3 Turbo AT S Red [2021-2023],"28,233 km  |  Petrol  |  Nagarjuna Hills, Hyderabad",Rs. 17.64 Lakh
2023 MG Hector Plus Sharp Pro 1.5 Turbo Petrol MT 6 STR [2023],"12,468 km  |  Petrol  |  Nagarjuna Hills, Hyderabad",Rs. 23.81 Lakh
2020 MG Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,"87,116 km  |  Diesel  |  Nagarjuna Hills, Hyderabad",Rs. 25 Lakh
2015 BMW X5 xDrive 30d,"83,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 33 Lakh
2023 MG Gloster Savvy 7 STR 2.0 Twin Turbo 4WD,"13,382 km  |  Diesel  |  Nagarjuna Hills, Hyderabad",Rs. 42.55 Lakh
2019 BMW X4 xDrive30d M Sport X [2019-2020],"1,00,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 37 Lakh
2019 Maruti Suzuki Wagon R ZXi 1.2 AMT,"60,881 km  |  Petrol  |  Banjara Hills Hyderabad, Hyderabad",Rs. 4.95 Lakh
2020 Ford Ecosport Titanium 1.5L Ti-VCT AT,"12,200 km  |  Petrol  |  Banjara Hills Hyderabad, Hyderabad",Rs. 8.95 Lakh
2021 BMW X1 sDrive20i xLine,"22,700 km  |  Petrol  |  Banjara Hills Hyderabad, Hyderabad",Rs. 24.5 Lakh
2019 Hyundai Creta SX 1.6 AT Petrol,"74,453 km  |  Petrol  |  Madhapur, Hyderabad",Rs. 13 Lakh
2011 Audi Q5 2.0 TDI quattro,"1,31,265 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 12.5 Lakh
2013 Mercedes-Benz GL-Class 350 CDI,"1,02,820 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 28 Lakh
2017 Mercedes-Benz E-Class E 220 d Avantgarde,"86,731 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 37.5 Lakh
2021 Mercedes-Benz E-Class 4 MATIC,"21,000 km  |  Petrol  |  Madhapur, Hyderabad",Rs. 82 Lakh
2018 Mercedes-Benz GLE 250 d,"29,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 45 Lakh
2017 Mercedes-Benz C-Class C 220d,"90,500 km  |  Diesel  |  Rockdale Somajiguda, Hyderabad",Rs. 18.5 Lakh
2024 Mercedes-Benz AMG GLC 43 Coupe 4MATIC,"8,500 km  |  Petrol  |  Rockdale Somajiguda, Hyderabad",Rs. 88.84 Lakh
2023 Skoda Slavia Ambition 1.5L TSI DSG,"36,000 km  |  Petrol  |  Madhapur, Hyderabad",Rs. 15 Lakh
2023 Mercedes-Benz Maybach GLS 600 4MATIC [2021-2023],"14,000 km  |  Petrol  |  Madhapur, Hyderabad",Rs. 3.2 Crore
2019 Mercedes-Benz V-Class Exclusive LWB [2019-2020],"34,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 65 Lakh
2023 Audi Q5 Technology 45 TFSI [2021-2024],"17,000 km  |  Petrol  |  Madhapur, Hyderabad",Rs. 60 Lakh
2021 Hyundai Tucson GLS 4WD AT Diesel,"34,000 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 24 Lakh
2024 MG Hector Savvy Pro 1.5 Turbo Petrol CVT [2023],"10,922 km  |  Petrol  |  Nagarjuna Hills, Hyderabad",Rs. 22.5 Lakh
2022 Kia Seltos GTX Plus 1.4 [2020-2021],"24,080 km  |  Petrol  |  Jntu Kukat Pally, Hyderabad",Rs. 14.86 Lakh
2022 Kia Seltos GTX Plus 1.4 DCT,"30,201 km  |  Petrol  |  Jntu Kukat Pally, Hyderabad",Rs. 15.61 Lakh
2022 Kia Carens Luxury Plus 1.5 Diesel 7 STR,"35,000 km  |  Diesel  |  Attapur, Hyderabad",Rs. 16.75 Lakh
2022 Mercedes-Benz GLA 220d [2021-2023],"71,300 km  |  Diesel  |  Rockdale Somajiguda, Hyderabad",Rs. 36 Lakh
2023 Mercedes-Benz E-Class E 200,"32,100 km  |  Petrol  |  Rockdale Somajiguda, Hyderabad",Rs. 62 Lakh
2023 Skoda Kushaq Style 1.0L TSI MT,"27,000 km  |  Petrol  |  Banjara Hills Hyderabad, Hyderabad",Rs. 10.45 Lakh
2019 Ford Endeavour Titanium Plus 3.2 4x4 AT,"88,000 km  |  Diesel  |  Banjara Hills Hyderabad, Hyderabad",Rs. 27.95 Lakh
2022 Skoda Octavia L&K 2.0,"37,700 km  |  Petrol  |  Banjara Hills Hyderabad, Hyderabad",Rs. 22.95 Lakh
2023 Kia Seltos GTX Plus (S) 1.5 Turbo Petrol DCT [2023-2024],"12,000 km  |  Petrol  |  Banjara Hills Hyderabad, Hyderabad",Rs. 18.5 Lakh
2022 MG Hector Plus Sharp 1.5 DCT Petrol,"32,200 km  |  Petrol  |  Banjara Hills Hyderabad, Hyderabad",Rs. 14.89 Lakh
2019 Ford Endeavour Titanium Plus 3.2 4x4 AT,"1,06,100 km  |  Diesel  |  Banjara Hills Hyderabad, Hyderabad",Rs. 25.89 Lakh
2024 Mercedes-Benz GLA 200,"6,500 km  |  Petrol  |  Rockdale Somajiguda, Hyderabad",Rs. 41.26 Lakh
2022 Mercedes-Benz GLS 400d 4MATIC [2020-2023],"32,175 km  |  Diesel  |  Madhapur, Hyderabad",Rs. 100 Lakh
